,0
0,0.49682787916288496
1,-0.5256532230078046
2,0.8024021919377013
3,0.37949993085908484
4,-2.3110841514556277
5,0.6732118018955784
6,0.11402836467733214
7,-0.6502405653027127
8,-0.17740060322518897
9,1.4148923803193858
10,-0.517889245299308
11,1.565657738802652
12,0.22409361231873945
13,0.5804546586568062
14,-0.8589828862202206
15,-0.9724855963078982
16,0.6895013845771172
17,-0.3939978232241623
18,0.47709198791248086
19,1.6587051345335697
20,0.5397261920663142
21,-0.03572914634257347
22,-1.158263074803356
23,0.9093365667479535
24,2.1443570059816617
25,0.9172848172851316
26,1.2046421237782694
27,-0.10696802881762077
28,-1.346147351092491
29,0.8251656968696189
30,-0.6722569253582819
31,0.1076182905380292
32,0.3418100556721933
33,-0.41182521803859495
34,-1.2401940324928789
35,-1.8718464738299994
36,-1.8422328742120329
37,-0.10705311972260965
38,0.7600599185874213
39,0.5885468172403402
40,-0.19161805780189764
41,-0.2633751338412419
42,-0.014697766947335811
43,-0.6651574299932705
44,-0.6155195447505376
45,1.5335804306746412
46,0.627231101723378
47,-0.43815760104216483
48,0.3791066433293075
49,-0.9260915846267571
50,0.6730694759865353
51,0.45511986251831954
52,-0.44272528992628124
53,-0.9568425341065305
54,-0.042174300160796714
55,-0.8140002201017217
56,0.5043852134923041
57,-0.1712222677020091
58,-1.3753608286695296
59,-0.22909232498307538
60,1.4225190640092367
61,1.0900933004785502
62,0.04334258818916659
63,0.4087898148786023
64,0.4435179939393043
65,-0.5122269498881873
66,0.848276770948119
67,0.0026313232583211046
68,1.4111040181170837
69,0.6022706403644682
70,1.0544634329344933
71,-0.34976431043205547
72,1.8017777209914452
73,0.6224378838302039
74,0.755596579449433
75,0.27139300968280294
76,1.3303501660295634
77,0.5843554505432742
78,1.487060386062748
79,-1.6791998211146717
80,0.4277574736393784
81,1.411555208774046
82,0.3221601441878524
83,0.7366002516823593
84,0.901174137401732
85,-0.8303178730076166
86,-1.0266215205409444
87,-0.404808707736451
88,-1.7973758603450114
89,0.12482588915673991
90,-0.5706600531190081
91,-1.3171038355406899
92,-1.464823273520518
93,0.8634197061788828
94,1.3131381371228878
95,-0.737319462678442
96,-1.5615801054054586
97,0.9794032846296451
98,-2.462825968041715
99,-0.2806856166117028
100,-0.3881843316471161
101,-0.917625951757693
102,-0.015818361391005096
103,-0.41321824482351527
104,-0.7692612349307268
105,-1.9095123274251995
106,1.1361858856781064
107,-0.3586323551257205
108,-0.6403286767388193
109,0.3523037519634694
110,0.20465354788895807
111,-0.44101056164756436
112,-0.23775100853445824
